Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot,Plot_reduction
2013,"Red Robin, TheThe Red Robin",American,,"Judd Hirsch, C. S. Lee, Ryan O'Nan, Joseph Lyle Taylor",thriller,https://en.wikipedia.org/wiki/The_Red_Robin,"75-year-old Dr. Nathaniel Shellner has led an extraordinary life as a psychiatrist, working with traumatized patients fleeing war zones in refugee camps, earning himself a Nobel Prize for his work. After having one child, Leonard, with his wife, Lillian, the Shellners elect to adopt the remainder of their family from the camps where Dr. Shellner worked. Ultimately, the Shellners incorporated three children from all over the world into their family – Tommy, Julie, and Harry. As Dr. Shellner lies on his death bed on a frigid, icy day on the fringes of New York City in suburban New Jersey, the family convenes at the house where the couple raised the children for a final, bittersweet farewell to a sensational and inspiring public figure. Or, that's the idea, until all hell breaks loose after Tommy arrives and accuses his father of adopting his children, not out of concern for their future well-being, but to use them for some warped psychological experiment.
The proceedings from Tommy's accusation forward during the remainder of the evening offer a cocktail of incidents between the family members own interpersonal issues and a relentless exploration of the clues Tommy manufactures as evidence of his father's alleged wrongdoing. The allegations not only stun the family, they stir up anger and resentment, not only because of Dr. Shellner’s failing health, but also because he has been held up as a paragon of selflessness and virtue not only within the family but from all his public recognition and numerous awards he was festooned with. As Tommy relentlessly pursues his own 'evidence' of his father's ostensible experiments with his children's minds and feelings, he simultaneously stirs up a whole load of simmering resentments, shifting alliances, and old traumas form the family's internal relations and dynamics.",
2013,Runner Runner,American,,"Justin Timberlake, Gemma Arterton, Anthony Mackie, Ben Affleck, David Costabile, Sam Palladio, Oliver Cooper",thriller,https://en.wikipedia.org/wiki/Runner_Runner_(film),"Richie Furst used to have a lucrative career on Wall Street; this history prevents him from receiving tuition assistance at Princeton, so he funds his master's degree by referring students to online gambling, for which he receives a cut. After the dean threatens to expel him for these activities, Richie tries to win his tuition using his excellent poker skills in online gambling, but he loses all his money to a cheater, something he is able to prove by statistics.
Richie travels to Costa Rica to confront Ivan Block, who runs the biggest empire of online gambling websites in the world, including the one Richie lost his money on. After Ivan sees the statistics, he finds coders have coded the software to allow them to cheat. After firing those involved, Ivan tells Richie he'll pay him millions per year to stay in Costa Rica and assist with the site.
Richie slowly begins a romantic relationship with Rebecca Shafran, ex-lover of Ivan, who appears to have no objections. Ivan has Richie blackmail a gaming affiliate with videos of his infidelity to force him to sign with Ivan. FBI agent Shavers kidnaps Richie and threatens to ruin his life in various ways if he does not assist in a conviction of Ivan Block. Shavers cannot do anything legally as he has no authority in Costa Rica, but he takes advantage of this to use tactics that would be illegal and unethical for law enforcement inside the United States. Ivan tells Richie that everyone in the organization ends up confronted by Shavers at some point.
Over time, Ivan's organization is revealed to be less than ethical. He sends Richie to bribe Costa Rica gaming director Herrera with too small a payment, which leads to Richie being beaten. Ivan tells him it comes with the territory of such a lucrative career. When Richie tries to leave the country, Shavers has drugs planted in his bag and offers to overlook it if Richie agrees to cooperate. A local police officer reveals that the police dislike Ivan but that he would buy his way out of any trouble and destroy whoever tried to take him down.
Richie's friend Andrew Cronin, who works on the software design for Ivan, suggests that Ivan is running a Ponzi scheme; the players' accounts have no actual money, and Ivan uses the money as his own bank account, keeping just enough to allow players to cash out when they need to. Aware that Richie might be wanting out, Ivan buys the massive poker debts of Richie's father and brings him to Costa Rica, using him as a hostage.
Ivan throws Herrera and his bodyguard into the river to get eaten by the crocodiles, but pulls them out before they are eaten. Cronin disappears and is later found nearly beaten to death. Thanks to Rebecca betraying Ivan, Richie finds out that Ivan has been setting him up all along; Ivan is about to move his operations out of Costa Rica, planning to leave Richie behind as the fall guy. Richie gives out massive bribes to local officials, including low-level police officers. When the movement day hits, Ivan calls to sarcastically apologize to Richie, telling him he will be busted, as Ivan flies away on a private jet.
When Ivan lands, he finds he has been betrayed: the bribed pilot has instead flown him to Puerto Rico, an American territory. Shavers and other FBI agents move in to arrest him as Richie and Rebecca fly away on the private jet. Shavers says they're free to go because Richie left a flash drive for him containing sufficient evidence to convict Ivan.",
2013,Safe Haven,American,,"Josh Duhamel, Julianne Hough, Cobie Smulders, David Lyons",romantic thriller,https://en.wikipedia.org/wiki/Safe_Haven_(film),"A terrified woman, Katie, flees her house in Boston, having been in the possession of a bloody knife. After taking shelter with a neighbor, she is at the bus station trying to flee town. She buys a bus ticket with her hair now cropped and bleached and stops in the small town of Southport, North Carolina. At the general store, she introduces herself as Katie Feldman. After getting a job as a waitress, and renting a small house on the edge of town, Katie befriends her neighbor, Jo. She meets Alex Wheatley, a widowed father of two young children, Josh, who has a strained relationship with him, and Lexie, who operates the local general store. Alex soon gives Katie a bicycle so she won't have to walk.
It's not too long before Katie and Alex start a relationship, and she becomes like a mother to Josh and Lexie. Meanwhile, Kevin Tierney, a Boston police detective, prepares wanted posters for a woman named ""Erin"" which describes that she is wanted for first-degree murder. Alex sees Erin's wanted poster in the police station and notices the picture bears a striking resemblance to Katie. He confronts Katie with the information, causing a huge fight. They break up, and Katie moves out of her house.
As Katie is about to leave town, however, Alex intercepts her and says that he has fallen in love with her. Katie returns his love, and decides to stay in Southport. She tells Alex that she fled to Southport to escape her abusive and alcoholic husband. They got in a fight, and she stabbed him in self-defense before she fled south.
Meanwhile, Kevin is suspended for creating the wanted posters, whereupon it is revealed that he is Katie's (Erin's) abusive and alcoholic husband. Enraged, he breaks into Katie's former neighbor's home back in Boston and finds the phone number to the Southport restaurant where Katie works. Arriving just in time for the town's Fourth of July parade, a severely intoxicated Kevin sees Katie kissing Alex, which enrages him. That night, Katie has a dream that she is standing on the docks watching the fireworks when Jo comes up and tells Katie that ""he"" is here. Katie wakes up in the convenience store next to a sleeping Lexie when Kevin suddenly appears and confronts her, demanding that she go back with him. She refuses and tells him to leave. Kevin pulls a gun and pours gasoline all over the store, with the intent to burn it down.
When he hesitates, Katie buys time by faking sympathy for him and agreeing to return home with him. When he lets his guard down, she pushes him into the water; however, a firework spark lands on the gasoline, igniting a fire that engulfs the store. Alex sees the burning store, quickly makes his way across the harbor by boat, and saves Lexie. Meanwhile, Katie tries to fight off Kevin; during the struggle, the gun goes off and kills Kevin, ridding her of him forever.
In the aftermath of the fire, Alex recovers several letters which were written by his late wife Carly before she died. The letters were prepared ahead of time for memorable events such as Josh's eighteenth birthday and Lexie's wedding day. Alex gives Katie a letter with the words ""To Her"" on the envelope; the letter thanks the recipient for making Alex happy. Enclosed with the letter is a photo of Alex's late wife, whom Katie is astonished to discover was actually Jo. This means that Jo was Carly, in the form of an angel, who led Katie to her husband, Alex.",
2013,"Saratov Approach, TheThe Saratov Approach",American,,The Kidnapping of Mormon Missionaries in Russia in 1998.,thriller,https://en.wikipedia.org/wiki/The_Saratov_Approach,"The film starts with Elder Travis Robert Tuttle (Corbin Allred), looking up after saying a prayer. He is with his companion Elder Andrew Lee Propst (Maclain Nelson). The two have been held hostage by kidnappers in Saratov, Russia. The two begin to make a plan to subdue one of their captors to try to escape.
One week earlier, in March 1998, the two missionaries are helping an elderly wheelchair-bound man down the stairs of an apartment building, due to the elevator being broken. They are approached by a man named Nikolai (Nikita Bogolyubov) who asks them to teach him and one of his friends. They enthusiastically agree, and Nikolai walks away. Tuttle and Propst then go to the top of a building where Propst celebrates having completed first full year on his mission.
The two elders are shown teaching others before going to Nikolai's apartment. Tuttle realizes he forgot a Book of Mormon to give to Nikolai, but he decides to go and try to teach him anyway. Propst is against this, but he nevertheless tags along. The two arrive at supposedly Nikolai's apartment room. When Nikolai lets them in, Nikolai and another man start beating them. After the two elders are subdued, the other man, Sergei (Alex Veadov) ties both Tuttle and Propst up. Tuttle is frightened and emotional and tries to convince Sergei to release them, but Sergei gags the elders and he and Nikolai take them to their car and drive to a secret hideout.
Propst tries to calm a traumatized Tuttle while in the back of the car. The two are photographed while blindfolded with Sergei holding a gun to their head so they can send it to the U.S. to demand a ransom. After Tuttle and Propst are handcuffed to poles in the room, their parents are notified by the church of their kidnapping. U.S. government officials refuse to pay Sergei's demanded ransom of $300,000 US. Propst's father receives a call from Senator Gordon H. Smith, who informs him that although he isn't working with the FBI or any other agency, he ""is doing everything he can"", frustrating Propst's father.
On the second day of their captivity, Propst wakes to Tuttle reciting sentences that usually are for teaching investigators. When Propst questions him about this, he replies that he plans on teaching someone everyday. Sergei is gone during the daytimes, but Nikolai remains in the house, usually watching television. He is more compassionate around the elders, even being convinced by Propst to let them be moved to the bed in the room. Afterwards, Tuttle confesses to Propst that he didn't always want to go on his mission, that he only went to make his father happy. Tuttle then says that in the end, it made him happy too. Propst becomes emotional and is glad Tuttle told him. Sergei returns and starts yelling at Nikolai for moving the elders and then tells the two that he is not a patient man, and is frustrated the ransom wasn't paid. Tuttle then explains to Propst that the ransom cannot be paid, or else other criminals will start kidnapping many other missionaries for easy money.
On the third day, Tuttle has a nightmare and is traumatized again. Nikolai feeds the two elders his leftover food and is asked by Propst about the tattoo that Sergei has on his hand. Nikolai reveals Sergei used to be a Russian Navy hero many years earlier. Tuttle begins having flashbacks of earlier times he and Propst taught others. In the U.S., the news of the kidnappings have spread throughout the country and the world, and the church and many other religions start praying for and honoring the two hostages. The Tuttles receive a call from an LDS man from Denver, who reveals he was also kidnapped as a missionary in Argentina. He explains that over the course of time, the elders will have more hope and faith and start to show compassion for their own captors. Sergei returns more frustrated than before, and tells the two elders to write their goodbyes. The Propst family receives a letter from the elders stating that they should not pay the ransom. The families are conflicted on whether to pay or not.
On the fourth day, Propst has managed to unlock their handcuffs without Nikolai knowing. Tuttle and Propst begin debating on what to do now that they are free. Propst proposes they pray, and the film returns to its starting point where Tuttle looks up. The two prepare to execute their plan but before Propst calls for Nikolai, he receives visions of him and Tuttle teaching others and the man who called his family's words. He then tells Tuttle that they shouldn't try to fight their way out of captivity, and that God has already prepared a plan for them. The two elders put back together their cuffs and remain in the room. Sergei returns and tells the elders that their time is up.
On the fifth day, which falls on a Sunday, Sergei prepares to take Tuttle and Propst out of the building. Before doing so, Nikolai consults with the elders. He confesses his guilt for kidnapping them and that the only reason he helped Sergei do it was because his girlfriend is having a baby, and Nikolai can't afford to provide for his family. Sergei blindfolds the two elders, who are calm no matter what the outcome will be. He drives them to a desolate and snowy field, where he prepares to kill them. Nikolai remains in the car, overwhelmed with guilt and sorrow. Before Sergei can shoot the elders, however, he notices a drawing on Propst's hand similar to his tattoo, making Sergei guilty. He deserts the elders with Nikolai, relieved that they weren't killed. The two then escape and manage to catch a ride to Saratov, overjoyed for their freedom. They arrive in Saratov in the middle of a church meeting, and have emotional reunions with their fellow members. Their families are contacted that they have been freed, and that Nikolai and Sergei have been captured by Russian officials. Propst and Tuttle speak over the phone to their families, and then walk out of their church building at the end of the meeting.</ref>
For five days, the two missionaries were handcuffed and held captive in a small room. When no ransom was paid, the two young men were driven to a field and released.[4][5]",
2013,Scenic Route,American,,"Josh Duhamel, Dan Fogler",psychological thriller,https://en.wikipedia.org/wiki/Scenic_Route_(film),"Mitchell and Carter, old friends who have begun to drift apart, agree to go on a road-trip. Along the way, their truck breaks down in the California desert. Mitchell is relieved when a motorist stops and offers help, but Carter admits he has sabotaged their truck in order to give them time to reconnect and force a dialogue between them. Carter, who has remained idealistic and continued with an unsuccessful writing career, believes that Mitchel has sold out, and Mitchell, who gave up his rock band for a corporate job, believes that Carter remains stuck in adolescent rebellion.
They dismiss the helpful motorist after Carter replaces the part he removed from the engine. However, after switching off the engine, the truck refuses to start, and tensions continue to rise as the former friends argue and blame each other. In a moment of reconciliation, Carter helps Mitchell to realize one of his dreams and gives him a crude Mohawk haircut. The two later come to blows over an argument, and Mitchell believes that he has accidentally killed Carter. As a stricken Mitchell drags Carter's body to a shallow grave, Carter wakes up in a daze and freaks out.
Thinking that Mitchell was going to bury him alive, Carter flees from their impromptu camp, despite Mitchell's protestations. Carter later returns during the freezing cold night, and they settle into a truce. Starving and ill-prepared for the desert's temperature extremes, the two decide to give up on waiting for help, and they attempt to cross through the desert on foot. As they pass through an abandoned town, Mitchell's cell phone starts ringing. They excitedly answer the call and are soon rescued.
In a rapid montage, Mitchell goes back to his roots as a rock musician, Carter moves into a guest house provided by Mitchell and his wife, Carter and Mitchell's wife come to respect each other, and Carter and Mitchell each experience professional success and personal growth. However, Mitchell calls Carter to voice his suspicions of their too-perfect dénouement, and suggests that it is a shared delusion experienced by the pair as they die in the desert, Carter denies this possibility and suddenly hangs up. The final scene of the film shows Mitchell lying in bed, with images from the desert while a faint cellphone sound is ringing.",
2013,Side Effects,American,,"Jude Law, Rooney Mara, Catherine Zeta-Jones, Channing Tatum",thriller,https://en.wikipedia.org/wiki/Side_Effects_(2013_film),"After her husband Martin completes a four-year prison sentence for insider trading, Emily Taylor drives into a wall in an apparent suicide attempt. Jonathan Banks, her assigned psychiatrist, prescribes a series of antidepressants, but none work. Jonathan contacts Emily's previous psychiatrist, Victoria Siebert, who suggests an experimental new drug, Ablixa. The drug seems to help Emily, but gives her sleepwalking episodes as a side effect.
One night, Emily stabs Martin to death while sleepwalking. Jonathan fights for Emily's acquittal in court. She pleads insanity and is declared not guilty on the condition that she stays in a psychiatric hospital until cleared by Jonathan. The publicity destroys Jonathan's reputation, and his colleagues assume negligence on his part.
Jonathan discovers evidence that Emily is lying; she was not depressed and faked her suicide attempts. He also discovers someone may have profited from Ablixa's fall in stock value. He interviews Emily after administering what he claims is a truth serum that will make her drowsy. Though the serum is actually a placebo, she feigns drowsiness, confirming Jonathan's suspicion that she is deceiving him. When he confronts Victoria with his findings, she mails photographs to his wife Deirdre implying he had an affair with Emily. Deirdre leaves him, taking her son with her.
Jonathan calls Victoria's bluff by telling her Emily told him about their plot. He threatens Emily with electric shock treatment and tells her Victoria is paying him to keep her incarcerated so she can keep a bigger cut. Emily explains that she hated Martin for losing their opulent lifestyle, and began plotting to kill him, get away with it and profit by his death. She began seeing Victoria for counseling, and the two women became lovers. Emily taught Victoria about the financial world, while Victoria taught Emily how to fake psychiatric disorders. They plotted to kill Martin and use the negative Ablixa publicity to manipulate stock prices. Jonathan accepts Emily's offer to give him a cut of her money if he releases her from the ward.
Emily meets Victoria wearing a wire. After Victoria mentions details of the plot, she is arrested for conspiracy to commit murder and securities fraud. Emily, due to double jeopardy, cannot be charged as criminally responsible for her part in Martin's murder.
As retaliation for Emily's part in the plot, Jonathan, who still oversees her case, prescribes her Thorazine and Depakote and describes their unpleasant side effects. She is sent back to the mental ward for refusing treatment, and Jonathan regains his family and reputation.",
2013,A Single Shot,American,,"Sam Rockwell, Jeffrey Wright, Kelly Reilly, Jason Isaacs, Joe Anderson, Ophelia Lovibond","drama, thriller",https://en.wikipedia.org/wiki/A_Single_Shot,"John Moon's wife recently took their son and left. Before his father died, his dad was unable to pay the mortgage on the farm, and it was sold. John is depressed and an emotional wreck. He lives in poverty in rural West Virginia, feeding himself by hunting deer. While stalking a deer with a shotgun, he accidentally shoots and kills a young woman. He then finds a box containing $100,000 in the abandoned van where she was hiding. He hides the girl's body in a shipping container. During the following days, he attempts to reconcile with his wife. He contacts a local attorney to try to negotiate for his wife and son's return home and leaves the attorney several hundred dollars, drawing the attorneys' attention. After John visits his wife in town at the diner, a stranger resents his glance at him and threatens John.
John visits his son at his wife's apartment and interrupts the babysitter having sex with a recently released convict who has returned home. Returning to his trailer, someone shoots and kills his dog. John suspects the ex-con has something to do with his dog's death. He enters the ex-con's motel room and is interrupted by the ex-con's return. He hides in the louvered closet. The stranger from outside the diner arrives at the hotel room and asks the ex-con if he's gotten the money back. The ex-con tells him that the girl who had the money has died and the stranger is furious. John sees him slit the ex-con's throat. The ex-con falls into the closet. He sees John but is unable to talk before he dies. John avoids detection and goes home. He finds someone has tossed his trailer, apparently looking for the money. The dead girl's body is on his bed with a note. His wife shows up and wants to come inside and get her clothing, but John refuses. John visits the attorney and threatens him with a pistol, trying to force him to reveal what he knows. All he learns is that his wife was concerned about where John got the money and wants to talk to John.
John returns to his trailer. A friendly local girl brings him something to eat, and while they are eating outside, the radio in the trailer starts playing loudly. John goes inside to investigate, carrying a M1911 .45 caliber pistol. He hears the girl scream outside, and returns to find her held captive by the stranger. John is forced to discard his pistol and knife. The stranger asks John where the money is. John says he buried it nearby. The stranger tells him to go get it, but first cuts off John's right index finger and thumb, to be sure he can't use a weapon. John goes to his truck and gets a scoped rifle. Despite his wounds, he successfully kills the stranger. He takes the girl to town and returns to the trailer and a shed outside, which contains a freezer and the dead girl's body. He drags her body up the hill and digs a hole to bury her. Weakened by loss of blood, he's unable to get out of the hole.",
2013,Spiders 3D,American,,"Patrick Muldoon, Christa Campbell, William Hope",thriller,https://en.wikipedia.org/wiki/Spiders_3D,"Debris from a destroyed Soviet space station (where experiments were taking place on huge mutant spiders) fell toward Earth, crashing inside the tunnel of a New York City subway station. The film cuts to the subway station, where Jason Cole, a New York Transit subway supervisor, works. When the debris from the space station crashes into the tunnel, an alarm goes off and the authorities, afraid of a possible disease outbreak, begin evacuating passengers from the station. Jason's coworker Jimmy descends into the subway tunnel to investigate the area, telling Jason that he believes the debris is the remains of the Russian spacecraft. Jimmy feels something bite his leg, and suddenly starts to stumble, falling on the third rail, electrocuting himself. Jason's ex-wife Rachel, who is a coroner with the New York City Dept of Health, discovers a cluster of large, strange-looking ""insect eggs"" inside Jimmy's body. She saves the eggs in a canister for further study.
Meanwhile, at the site of the spacecraft crash, men in hazmat suits investigate for radioactive material. The find a piece of debris and bring it to a Russian doctor working on-site, who says it is ""nothing to worry about."" The authorities declare the area ""clear"" and safe for reopening the subway station. except for Rachel, saying there are ""waste disposal issues"". One man says they'll do their best to fix it by rush hour. The debris is said to be from the soviet union.
Back at the subway station, rats have infested the tunnels. The smell has gotten so bad that the subways were shut back down. Pest control is brought down to the source of the problem, an abandoned subway cart. Near it they find several bodies of homeless men, covered in webs filled with eggs. One of the men is then attacked by hundreds of spiders, which swarm his body.
The authorities quarantine the area, reroute the subways to go around it, and jam cell phone service in the area. They tell the public that there is a ""virus outbreak"". Men in hazmat suits capture the spiders and put them in a large cage. Back at the morgue, a Dr. Darnoff, working in cooperation with the Russians, examines Jimmy's body and the eggs. He explains that Jimmy's body contained the queen spider egg, which is always implanted in the first host, which was Jimmy. Darnoff explains that 20 years ago, a spacecraft was discovered under the ice.
They took the genes from the aliens found in the craft, and injected it into many different creatures, but spiders were the only ones with the structure to carry the gene and survive. He then explained that the queen spider can weave an infinite supply of lightweight, bulletproof material that will give the nation that controls it a military and industrial advantage. A U.S. Army colonel, Jenkins, who is revealed to be also working with the Russians, tells his men to kill off the people they quarantined. Darnoff tries to save the people by telling Jenkins killing them is longer necessary, since they already have the queen spider egg. However, Jenkins tells the Darnoff to mind his own business. The doctor also reveals that if they do not get the queen egg to the nest the spiders are building to protect her, she will die in 12 hours.
Investigators see Rachel's report on the eggs found in the bodies and quarantine her apartment with her daughter Emily inside, saying she is ""infected"". They try to quarantine Jason as well, but he escapes. When tests are done on the eggs Jason brought to Rachel, it is found that they have no bacteria on them. Which is unusual because ""everything on earth has bacteria.""
Two men, apparently also working for Darnoff, manage to grab Rachel's purse which contains the canister holding the queen egg, from her car as she leaves her underground garage.
Rachel calls Jason, who tells her to leave her car, as they are now being hunted by the Russians and their cohorts. Meanwhile, the spiders grow to giant proportions and begin to come up to street level from the subway tunnels. Jason and Rachel head towards their apartment to rescue Emily. They travel underground to avoid capture using the subway tunnels that Jason is familiar with, meeting huge and vicious spiders who attack them. However, they manage to fight off the spiders and reach the apartment, but learn through texting that Emily left and is hiding in a toy store.
Jenkins moves out to capture the queen to acquire her webbing. Darnoff advises him not to, as she is still dependent on the other spiders, but Jenkins ignores him. Just then, the queen emerges from the ground and eats the doctor, who was in awe of her beauty.
Jason and Rachel make it to the toy store. When they don't find Emily, Jason calls her but receives no answer. They hear her yelling and climb down to the tunnels to find her. They run into more spiders along the way and barricade a door to escape them. They find Emily and begin tearing at the webbing. They climb up a ladder that leads to the streets but Jason stays behind to fight off the queen who is coming for them. Jason begins breaking the eggs along the walls, which angers the queen. It chases him into a subway train, which it can't fit in due to its size. Jason finds the train's controls and drives it into a tunnel where the spider won't fit. He exits the train after sending it backwards through the tunnel, where the spider is waiting at the opening. The train crashes into the spider and at the same time, smashes gas pipes on the wall, starting a huge fireball that kills the spiders below ground, including the queen. Jason, Rachel and Emily reunite on the street, where soldiers load dead spiders into a huge truck.
As the final scene slowly fades, a mutant spider is seen crawling across a broken traffic signal, and the film ends.",
2013,Spring Breakers,American,,"James Franco, Vanessa Hudgens, Selena Gomez, Ashley Benson, Rachel Korine, Gucci Mane","comedy-drama, crime thriller",https://en.wikipedia.org/wiki/Spring_Breakers,"College students Brit, Candy, and Cotty spend their time partying while their friend Faith attends a religious youth group. As their classmates head to spring break, they are stuck behind due to a lack of money. Desperate to make the trip, Brit and Candy, after getting high on cocaine, don ski masks and use hammers and realistic-looking squirt guns to rob a local restaurant. They are assisted by Cotty, who drives (and later burns) the getaway car stolen from one of their professors.
In St. Petersburg, Florida, the girls attend wild beach parties fueled by alcohol, drugs and sex. Cotty, Candy and Brit divulge the details of their crime to a horrified Faith, who keeps quiet about it. After a particularly wild party, all four are arrested. They spend the night in a holding cell, but are bailed out by Alien, a local rapper and gangster. Alien charms Cotty, Candy and Brit with his wealth and ""bad boy"" swagger, but Faith feels uneasy.
Alien takes the girls to a local club frequented by gang members, where Faith becomes even more uncomfortable with his lifestyle. Despite Alien's attempts to convince her to stay, Faith decides to leave and begs the others to come with her. They refuse, however, and she makes the trip home alone. Alien takes the remaining girls to a strip club owned by his rival, Big Arch, who warns Alien to stop selling drugs in his territory. The girls return to Alien's mansion, where he flaunts his drug money and cache of weapons, describing his life as the ""American Dream"". Brit and Candy suddenly grab one of his guns and threaten to kill him; turned on, Alien fellates the gun and declares that he has fallen in love with the girls.
Alien arms the girls with pink ski masks and shotguns, and they perform several armed robberies. While in Alien's car they are approached by Big Arch and another member of his gang, who threaten them and execute a drive-by shooting, wounding Cotty. Alien promises to retaliate, but a traumatized Cotty chooses to return home. Brit and Candy stay behind and begin a sexual relationship with Alien. The three of them decide to take revenge on Big Arch. In a flashforward, the two girls call home, promising to work harder and become better people.
Back in the present, the three travel in a motorboat to Big Arch's mansion. After they dock at the pier, Alien is shot and killed by one of Big Arch's guards. Brit and Candy carry on, killing Big Arch's gang before confronting and killing Big Arch himself. During the assault and its aftermath, the camera pans over the dead bodies of Big Arch's gang while the girls speak in a voice-over, first heard earlier in the film, describing the beach's beauty and musing that they have discovered who they truly are. Brit and Candy, silent and wearing pensive, ambiguous expressions, drive home in Big Arch's Lamborghini. A final flashback shows the pair kissing Alien's dead body.",
2013,Stoker,American,,"Mia Wasikowska, Matthew Goode, Nicole Kidman, Dermot Mulroney, Jacki Weaver, Lucas Till, Alden Ehrenreich, Phyllis Somerville, Judith Godrèche",psychological thriller,https://en.wikipedia.org/wiki/Stoker_(film),"On her 18th birthday, India Stoker (Mia Wasikowska)—a girl with a strong acuteness of the senses—has her life turned upside down after her loving father Richard (Dermot Mulroney) dies in a horrific car accident. She is left with her unstable mother Evelyn (Nicole Kidman). At Richard's funeral, Evelyn and India are introduced to Richard's charming and charismatic brother Charlie (Matthew Goode), who has spent his life traveling the world. He announces that he is staying indefinitely to help support India and Evelyn, much to Evelyn's delight and India's chagrin.
Shortly after, India witnesses Charlie argue with Mrs. McGarrick (Phyllis Somerville), the head caretaker of the house. Mrs. McGarrick then disappears. Charlie and Evelyn grow intimate while India continues to rebuff his attempts to befriend her. Later, her great aunt Gwendolyn (Jacki Weaver) visits the family, much to Evelyn and Charlie's dismay. At dinner, Gwendolyn shows surprise at Charlie's claims of traveling the world and tells Evelyn that she needs to talk to her about Charlie.
Gwendolyn ends up changing hotels due to an unexplained fear and suspicion of Charlie. However, she loses her cell phone and tries to call the Stokers' home from her hotel payphone. Charlie corners her in the phone booth and strangles her to death with his belt. Meanwhile, India discovers Mrs. McGarrick's body in the freezer and realizes Charlie is a murderer.
India unleashes her inner aggression at school and stabs a bully, Chris Pitts (Lucas Till), in the hand with a pencil after he tries to land a surprise punch to her head. This draws the attention of another classmate, Whip Taylor (Alden Ehrenreich). India goes home and witnesses Evelyn and Charlie growing intimate. She wanders off to a local diner where she runs into Whip. She and Whip go into the woods where they proceed to make out until India aggressively bites him. Whip attempts to rape India until Charlie intervenes, and breaks Whip's neck with his belt while Whip's body lies on top of India. India aids Charlie in burying the body in her garden. She attempts to call Gwendolyn, but hears her phone ring in the garden, realizing Charlie killed her too. India takes a shower and masturbates to the memory of the murder, climaxing as she remembers Charlie breaking Whip's neck.
While going through Richard's office to gather things of his she wants to keep, India discovers that a key she received as a birthday present belongs to a locked drawer to Richard's desk. Inside, she finds dozens of letters Charlie wrote to her over the years, which detail his travels and his love for his niece, although they have never met. However, she sees that the sending address is a mental institution. She confronts Charlie, who explains the truth: Charlie murdered his and Richard's younger brother Jonathan as a child by burying him alive in a sandbox because he was jealous that Richard paid more attention to him. He was then put in a mental institution. When released on India's 18th birthday, Richard gives Charlie a car, money, and an apartment in New York City on the condition that he stay away from Richard's family. Feeling hurt and betrayed, Charlie beat Richard to death with a rock and staged the car accident.
At first, India is in shock and angered but Charlie explains he has come for her then gives her a birthday present, a pair of stiletto heels. She seemingly forgives Charlie and grows closer after he provides an alibi for her when Sheriff Howard (Ralph Brown) questions her about Whip's disappearance. They grow close to intimate before Evelyn witnesses them. Charlie proceeds to tell India that he wants her to come to New York with him and that he had waited for her until her 18th birthday so she is now of age. Later, Evelyn coldly expresses her desire to watch India suffer before confronting Charlie, implying that she knows the truth about Richard's death and Charlie's stint in the mental institute. Charlie seduces Evelyn and then attempts to strangle her with a belt before India fatally shoots him with a rifle. She then buries Charlie's body in the backyard and then she leaves for New York in his car.
She is pulled over for speeding by Sheriff Howard, who asks her why she's in a hurry. India replies that she wanted to catch his attention, then plunges a pair of pruning shears into his neck. She pursues the wounded sheriff into a field to dispatch him with her rifle.",
2013,Sweetwater,American,,"Ed Harris, January Jones, Jason Isaacs, Stephen Root","thriller, western",https://en.wikipedia.org/wiki/Sweetwater_(2013_film),"In the late 1800s, a beautiful ex-prostitute (January Jones) is trying to build an honest life with her husband Miguel in the rugged plains of New Mexico. When she catches the eye of a sadistic leader of a religious sect, Prophet Josiah (Jason Isaacs), her life is violently turned upside down. She embarks upon a course of bloody vengeance with the assistance of eccentric Sheriff Cornelius Jackson (Ed Harris) who has his own violent tendencies.",
2013,Vehicle 19,American,,"Paul Walker, Naima McLean, Gys de Villiers, Leyla Haidarian",thriller,https://en.wikipedia.org/wiki/Vehicle_19,"The film takes place in Johannesburg, South Africa. The main character of the film is an American citizen named Michael Woods (Walker), who has recently been released from prison on parole. Once free, he is immediately sent on a far-away journey to meet his beloved. Caught in a strange city, Michael becomes the target of a massive police manhunt after inadvertently picking up a rental car with a female whistle blower tied up in the trunk. In the confusion, he decides to leave the car at a dump, but suddenly the phone rings. He is asked to continue on. Later, the whistle blower tells Michael that she was abducted and was meant to be killed - she knew too much about the involvement of local police in the criminal business. As the police attempt to silence the woman before she can testify about the city's chief of police, the ex-con, who has just regained his freedom, must clear his own name.",
